filename,function_name,smell,name_smell,message
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/ops.py,merge,1,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/states.py,fidelity,2,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/states.py,quad_expectation,3,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/gaussianbackend/gaussiancircuit.py,fidelity_coherent,2,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/gaussianbackend/gaussiancircuit.py,Amat,1,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/gaussianbackend/gaussiancircuit.py,measure_dyne,4,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/gaussianbackend/gaussiancircuit.py,post_select_homodyne,4,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/gaussianbackend/gaussiancircuit.py,post_select_heterodyne,4,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/bosonicbackend/backend.py,prepare_cat_real_rep,1,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/fockbackend/circuit.py,apply_gate_BLAS,6,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/fockbackend/circuit.py,measure_homodyne,1,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/fockbackend/ops.py,lossChannel,1,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/backends/fockbackend/ops.py,E,1,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/utils/states.py,squeezed_cov,2,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
/Users/broke31/Desktop/smell_ai/input/projects/strawberryfields/strawberryfields/apps/qchem/vibronic.py,energies,4,matrix_multiplication_api_misused,"Please consider to use np.matmul to multiply matrix. The function dot() not return a scalar value, but a matrix. "
